0.080252151,-0.688822757,-0.44089476,-0.050934069,0.871053388,0.27466603,0.326458856,0.711478542,-0.22301915,0.313322294,-0.274155574,0.757404814,-0.275468239,0.019596831,-0.448030976,0.077810452,0.997096878,-0.485915461,-0.16602376,0.949138506,0.516815395,-0.378151629,0.05493753,-0.540294443,-0.778724559
-0.062018472,0.47846045,0.329448038,-0.534717725,0.901049699,-0.27194102,0.445327234,-0.689116379,-0.809771414,-0.804507451,-0.315715298,0.489169174,-0.040801697,-0.181441341,0.312416884,0.815323494,0.938397607,0.55595446,0.08968746,0.74936988,-0.209299205,0.490681499,-0.768433632,-0.850309011,0.300844039
-0.588656024,-0.56945623,0.117425171,-0.995177644,-0.3833371,-0.266136255,0.632756063,0.027404308,-0.734145435,-0.424044158,-0.055267485,-0.512415198,0.316021274,0.361721508,0.550314957,0.650878708,-0.669353539,0.473179256,-0.458569884,0.793695199,0.779925264,-0.699643975,0.303863045,0.03315318,0.394130461
-0.370834873,-0.808714234,-0.953198911,0.224413497,-0.969407991,0.953648424,0.549124511,-0.319241263,0.395922652,0.34634257,0.408353888,-0.260730506,0.694970943,-0.178487075,-0.877927296,0.692358513,0.377170408,-0.317242112,0.049357349,-0.876843749,0.003252085,-0.738959648,0.539541492,0.99179438,-0.097459926
-0.152570159,-0.131398814,-0.118326182,0.395706088,-0.106737057,-0.065640281,-0.635374281,-0.512365472,-0.64006761,-0.87020107,-0.109624092,-0.10848412,0.607629931,-0.193577564,0.564016674,0.155367288,0.453756227,-0.808003592,-0.098679509,0.88942723,-0.820935859,-0.409726934,0.823452642,-0.442959432,0.938543155
0.022963511,-0.611443371,-0.829425949,0.305770291,0.935178631,0.797642983,-0.505580602,0.012786003,-0.411903502,0.038504105,0.099967025,0.039010675,0.281579337,0.404001127,-0.504755329,-0.169824863,0.438460754,0.904206248,0.487540299,-0.3229213,-0.745638967,0.437821032,-0.529263222,0.031722476,-0.188585469
0.49909521,0.727457497,0.366981465,0.000942492,-0.730342455,0.093623179,0.209863192,-0.285116205,-0.132454288,0.508359579,0.553033368,-0.762542248,-0.800989355,-0.310270504,0.380412971,-0.81299491,0.199227901,0.14888203,-0.071693337,0.832633072,-0.772697173,0.900519138,0.737166531,-0.811694104,0.568983519
0.604018976,0.202483748,-0.222378315,-0.485084329,-0.05978597,0.172300258,-0.85943027,0.179409602,-0.393879553,0.787796227,0.838660761,-0.279017543,0.212576877,-0.139605733,0.760549513,-0.178478124,0.547380045,-0.137273264,-0.066219619,-0.473231781,-0.296370285,-0.800720461,0.319950633,0.080216963,0.959362657
-0.779009189,-0.082083149,-0.307278954,0.091732109,-0.299852689,-0.755736408,-0.367251231,-0.517153134,0.36298805,0.520169426,0.696176749,-0.655729526,0.795763009,0.01821459,-0.166848874,-0.041435741,-0.647386108,-0.501808303,-0.556694985,0.285688547,0.571122907,0.695108772,0.473460553,-0.240427111,-0.047997197
-0.742925267,0.216289325,0.236598909,0.587082637,0.962695893,0.576572788,0.240293642,-0.035471017,-0.069508439,0.926971549,0.931627781,0.939986499,-0.028632637,-0.676874774,-0.185274994,-0.149919166,-0.588375529,-0.613388432,-0.192194142,0.199727707,-0.569313036,0.926858511,-0.739334112,-0.220744153,-0.251456959
0.135735213,-0.741669221,0.395871789,0.753132555,-0.459212805,0.972662422,-0.493381716,-0.908161654,-0.961314234,0.40529332,-0.042126197,0.604319795,0.954898174,0.144928947,-0.515897922,0.918554974,-0.313095959,0.912787584,-0.255838561,0.52187981,0.306004562,-0.591178508,0.133863169,0.6771181,0.854679605
0.311255346,0.995747545,0.949287536,-0.673106103,0.530986888,-0.241847948,0.054213371,0.974382532,0.2712575,0.602706811,0.493181016,0.597715815,-0.951728943,0.476055377,-0.075681878,0.510120087,0.686936566,-0.41954211,0.786419527,-0.354503747,0.213084014,-0.811489369,0.970353336,-0.817884303,-0.617899084
0.722050523,0.30700269,-0.95909187,-0.242380879,0.248057511,-0.102641843,-0.414524938,-0.107757781,0.047432835,0.82330735,0.651477782,-0.881423031,-0.791583222,-0.457444106,0.659528787,0.536817231,0.770866859,-0.542924541,-0.611115981,0.246885556,-0.208476678,-0.809619194,-0.39176687,0.485232056,-0.0949018
-0.632313217,-0.797568402,0.538905824,0.435012422,-0.923315715,-0.083565345,0.749611679,-0.404506873,-0.397133065,0.190795067,-0.551562951,-0.985996643,0.270274992,-0.6940283,0.798367648,0.804183762,-0.225826246,0.738614917,0.250497163,-0.118992597,-0.18927529,-0.555922148,0.875486663,-0.087892333,0.623961051
